,NOMBRE,EDAD,CORREO,TIPO,GRUPO,NIVEL,JORNADA,DIA,HORARIO,SUBMODULO,DOCENTE,MOMENTO,CONOCIMIENTO,DESEMPEÑO,PRODUCTO,BECADO,ESTADO
1367,Joseph Miller,23,amontgomery@example.com,EMPRESARIAL,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Edward Watson,1,3.5,3.9,4.7,SI,FORMACIÓN
1368,Jennifer Rodriguez,24,jenniferjohnson@example.net,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Anna Cruz,1,3.6,4.3,4.4,NO,FORMACIÓN
1369,Mark Newman,23,rosalesmartin@example.com,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Michael Williams,2,4.2,4.7,4.2,NO,FORMACIÓN
1370,Matthew Trevino,26,jefferyharding@example.org,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Edward Watson,3,4.3,3.9,4.9,SI,FORMACIÓN
1371,Vickie Glover,19,jerrybender@example.org,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Christopher Thomas,2,4.8,4.1,3.8,SI,FORMACIÓN
1372,Maria Rodriguez,25,oquinn@example.net,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Michael Williams,2,3.4,3.5,4.2,NO,FORMACIÓN
1373,Michele Russell,27,neilvance@example.com,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Kathryn Carroll,3,4.6,4.4,4.5,SI,FORMACIÓN
1374,Victoria Manning,20,angelamoore@example.com,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Edward Watson,3,4.8,4.8,4.5,NO,FORMACIÓN
1375,Nathan Baird,24,laura71@example.org,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Raymond Miller,2,4.8,4.6,3.7,NO,FORMACIÓN
1376,Laura Coleman,30,chris67@example.net,REGULAR,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Connie Pace,3,3.1,3.4,4.1,NO,FORMACIÓN
1377,Ashley Gutierrez,27,preston41@example.org,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,2,3.1,4.4,3.1,SI,FORMACIÓN
1378,Jared Rose,27,armstrongbradley@example.org,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Kathryn Carroll,2,3.5,3.0,3.0,SI,FORMACIÓN
1379,Victoria Goodman,20,rpage@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Christopher Thomas,2,4.0,4.8,4.4,NO,FORMACIÓN
1380,Mrs. Alexandra Montgomery DDS,26,rodriguezbrian@example.com,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Sierra Phillips,3,4.2,4.7,3.8,SI,FORMACIÓN
1381,John Flynn,28,johnsonkenneth@example.net,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Sierra Phillips,3,3.0,4.5,4.2,SI,FORMACIÓN
1382,Tyler Lutz,22,icook@example.net,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Anna Cruz,2,4.6,4.8,4.9,NO,FORMACIÓN
1383,Luis Bennett,18,andrew85@example.net,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,2,4.9,4.1,3.6,NO,FORMACIÓN
1384,Jonathan Hutchinson,23,amyrobbins@example.net,REGULAR,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erica Ramirez,1,4.5,4.9,4.8,SI,FORMACIÓN
1385,Madeline Ruiz,28,theodore37@example.net,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Edward Watson,3,4.4,3.2,2.9,NO,FORMACIÓN
1386,Pam Vega,20,emcintyre@example.net,REGULAR,20,4,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación Avanzada,Edward Watson,3,4.4,3.8,3.9,NO,FORMACIÓN
1387,Amanda Douglas,22,kristinawall@example.org,REGULAR,10,3,TARDE,SABADO,15:00-18:00,Nuevas Tecnologias de la Programación,Edward Watson,1,3.4,3.1,4.8,NO,FORMACIÓN
1388,Jennifer Dillon,26,melissajohnson@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Erin Smith,1,4.4,4.8,3.1,NO,FORMACIÓN
1389,Julie Hall,23,theresafoster@example.com,EMPRESARIAL,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Erica Ramirez,3,3.3,3.8,3.1,SI,FORMACIÓN
1390,Yvonne Velasquez,22,patrick82@example.net,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Christopher Thomas,3,4.8,4.5,4.3,NO,FORMACIÓN
1391,Richard Conner,22,andrescontreras@example.com,EMPRESARIAL,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Emily Villegas,1,4.2,4.9,3.2,NO,FORMACIÓN
1392,Kendra Marquez,19,jamesjoseph@example.net,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Edward Watson,2,4.2,3.7,3.0,NO,FORMACIÓN
1393,Paula Walker,27,justin72@example.net,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Connie Pace,1,3.7,4.7,4.7,NO,FORMACIÓN
1394,Cheryl Middleton,21,jessicamitchell@example.org,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Sierra Phillips,3,3.2,3.7,3.9,SI,FORMACIÓN
1395,Dana Bryant,21,jordan91@example.net,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Sierra Phillips,1,4.2,2.9,4.7,NO,CANCELADO
1396,Bradley Walters,24,opatterson@example.org,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Connie Pace,3,2.9,3.3,4.3,NO,FORMACIÓN
1397,Shannon Cox,20,jennifer97@example.net,EMPRESARIAL,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Raymond Miller,1,4.6,3.2,4.0,SI,FORMACIÓN
1398,Robert Gibson,20,lucasandrew@example.net,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Anna Cruz,3,3.8,3.6,2.9,NO,FORMACIÓN
1399,Derrick Simpson,27,ricardo30@example.org,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Sierra Phillips,1,4.6,2.9,2.8,SI,FORMACIÓN
1400,Daniel Lynch,18,angela92@example.org,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Edward Watson,2,3.2,4.3,3.3,SI,CANCELADO
1401,Karen Young,24,jasonfrench@example.net,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Michael Williams,1,4.1,3.5,3.6,NO,FORMACIÓN
1402,Rachel Taylor,22,mhart@example.org,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Emily Villegas,2,4.7,3.7,3.7,NO,FORMACIÓN
1403,Mary Steele,22,cookdaniel@example.com,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Raymond Miller,1,3.5,2.9,3.3,SI,FORMACIÓN
1404,Margaret Ferrell,29,patricianguyen@example.net,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Sierra Phillips,2,3.9,4.3,4.1,NO,FORMACIÓN
1405,Jacob Mcmahon,30,josegarcia@example.net,REGULAR,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Connie Pace,1,4.6,4.3,3.5,NO,FORMACIÓN
1406,Brandon Wright,20,erivera@example.com,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Edward Watson,2,4.8,4.2,4.7,NO,FORMACIÓN
1407,Maria Hudson,28,matthewhernandez@example.org,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Connie Pace,1,4.7,3.9,4.5,SI,FORMACIÓN
1408,Joseph Jenkins,24,jmitchell@example.com,EMPRESARIAL,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Connie Pace,1,4.1,4.7,4.7,SI,FORMACIÓN
1409,Dylan Reyes Jr.,20,jose93@example.net,EMPRESARIAL,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Christopher Thomas,1,4.8,4.2,4.2,NO,FORMACIÓN
1410,Erica Rogers,21,victoria78@example.com,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Kathryn Carroll,3,3.6,3.2,3.6,NO,FORMACIÓN
1411,Jennifer Herrera,28,juliejames@example.com,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Anna Cruz,3,3.5,3.4,3.9,NO,FORMACIÓN
1412,Elizabeth Jones,18,robertellis@example.net,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Kathryn Carroll,3,4.6,4.8,4.5,NO,CANCELADO
1413,Kerry Reed,28,wgreen@example.com,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Michael Williams,1,3.4,2.8,2.9,NO,FORMACIÓN
1414,Allison Dixon,19,zacharybryant@example.com,EMPRESARIAL,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Kathryn Carroll,3,3.8,3.1,4.3,SI,FORMACIÓN
1415,Timothy Bell,22,jonathanjohnson@example.org,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Christopher Thomas,1,3.8,4.5,2.9,NO,FORMACIÓN
1416,Benjamin Bennett,18,usimpson@example.net,EMPRESARIAL,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Edward Watson,1,3.7,2.8,3.5,SI,CANCELADO
1417,Robert Colon,24,justinbenjamin@example.com,REGULAR,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Anna Cruz,2,4.5,3.1,4.4,SI,FORMACIÓN
1418,Rebecca Moore,20,holly17@example.net,EMPRESARIAL,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Emily Villegas,1,4.8,2.9,4.7,SI,FORMACIÓN
1419,Zachary Anderson,28,shawn27@example.org,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Sierra Phillips,3,3.1,3.5,4.8,NO,FORMACIÓN
1420,Anna Smith,23,karen88@example.org,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Connie Pace,1,4.2,3.4,3.2,NO,FORMACIÓN
1421,Derrick Simpson,27,ricardo30@example.org,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Sierra Phillips,2,4.2,3.9,4.6,SI,FORMACIÓN
1422,Timothy Young,25,sarahenglish@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Bradley Jimenez,1,3.7,3.4,3.0,NO,FORMACIÓN
1423,Jerry Orozco,20,scott15@example.net,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Michael Williams,1,3.6,4.3,4.5,SI,FORMACIÓN
1424,Mercedes Johnson,20,meadowsgary@example.net,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Emily Villegas,2,3.6,2.8,4.4,SI,FORMACIÓN
1425,Mrs. Dawn Quinn,28,jorgewhitney@example.net,EMPRESARIAL,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Bradley Jimenez,3,4.8,4.0,3.2,SI,FORMACIÓN
1426,Kendra Cortez,23,jeffrey56@example.com,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Christopher Thomas,3,3.7,3.3,3.6,NO,FORMACIÓN
1427,Robert Thomas,24,david78@example.net,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Erin Smith,3,3.2,3.1,3.1,NO,FORMACIÓN
1428,Joshua Smith,29,melinda88@example.net,EMPRESARIAL,35,4,NOCHE,MARTES,18:15-21:25,Programación Avanzada,Emily Villegas,2,4.7,2.9,4.0,NO,FORMACIÓN
1429,Ethan Rodriguez,25,grant34@example.com,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,2,4.9,4.6,4.2,SI,FORMACIÓN
1430,Jonathan Hutchinson,23,amyrobbins@example.net,REGULAR,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erica Ramirez,3,4.9,4.8,3.0,SI,FORMACIÓN
1431,Dustin Roach,29,raygabrielle@example.org,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Connie Pace,2,4.9,4.1,3.3,NO,FORMACIÓN
1432,Jill Wallace,29,heatherdixon@example.org,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Erin Smith,3,4.7,3.6,2.8,NO,CANCELADO
1433,Jennifer Walter,25,fowlertony@example.org,EMPRESARIAL,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Emily Villegas,1,3.2,3.5,3.5,NO,FORMACIÓN
1434,Gail Mccarthy,28,staceyflynn@example.com,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Bradley Jimenez,3,4.1,4.9,4.8,SI,FORMACIÓN
1435,Michael Roberson,20,wbuck@example.com,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Michael Williams,3,3.7,3.9,3.7,SI,FORMACIÓN
1436,Melissa Nolan,21,monicaharris@example.com,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Michael Williams,1,4.1,5.0,3.1,NO,FORMACIÓN
1437,Lee Gonzales,19,smithalicia@example.org,EMPRESARIAL,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Kathryn Carroll,1,4.4,4.4,3.3,SI,FORMACIÓN
1438,Carly Gilbert,26,mary29@example.net,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Emily Villegas,3,4.8,2.8,3.1,NO,FORMACIÓN
1439,Cindy Sanchez,23,debra13@example.com,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Edward Watson,3,3.3,3.3,3.4,NO,FORMACIÓN
1440,Danielle Benson,20,rebeccamurphy@example.com,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Christopher Thomas,1,4.2,2.9,2.9,NO,FORMACIÓN
1441,Jennifer Burns,28,arellanomichael@example.org,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Bradley Jimenez,1,3.8,4.9,3.1,NO,FORMACIÓN
1442,Kara Fisher,25,dennis23@example.org,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Emily Villegas,1,4.0,3.9,4.3,SI,FORMACIÓN
1443,Joshua Smith,29,melinda88@example.net,EMPRESARIAL,35,4,NOCHE,MARTES,18:15-21:25,Programación Avanzada,Emily Villegas,1,4.1,4.5,4.1,SI,FORMACIÓN
1444,Kelly Ward,21,matthew94@example.com,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Connie Pace,3,3.3,3.3,3.6,NO,FORMACIÓN
1445,Tiffany Avery,27,william46@example.net,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Kathryn Carroll,2,4.1,2.9,3.3,NO,FORMACIÓN
1446,Walter Carter Jr.,30,vanessa52@example.org,REGULAR,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Erica Ramirez,1,3.3,3.0,3.9,SI,FORMACIÓN
1447,Jeffery Jones,18,jasmine50@example.org,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Anna Cruz,3,4.9,3.4,4.5,NO,FORMACIÓN
1448,Mr. Keith Riddle,25,joseph23@example.org,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Emily Villegas,1,4.6,4.0,3.7,NO,FORMACIÓN
1449,Bailey Smith,28,shawn57@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Michael Williams,3,3.2,3.4,4.3,NO,FORMACIÓN
1450,Jennifer Guzman,22,quinneric@example.net,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Emily Villegas,2,4.6,3.5,4.1,SI,FORMACIÓN
1451,Jerry Gonzalez,18,coreybender@example.org,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Erin Smith,1,4.8,4.2,3.0,NO,FORMACIÓN
1452,Penny Price,24,reedkevin@example.org,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,1,3.4,4.3,4.2,SI,FORMACIÓN
1453,Misty Nelson,20,whitneyrebecca@example.com,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Anna Cruz,2,4.3,4.6,3.4,SI,FORMACIÓN
1454,Carlos Meyer,22,wwilliams@example.com,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Bradley Jimenez,1,3.0,4.8,4.8,NO,FORMACIÓN
1455,Herbert Rowe,29,monroestephanie@example.com,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Raymond Miller,1,3.5,3.7,4.1,NO,FORMACIÓN
1456,Angela Moore,29,sward@example.org,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Christopher Thomas,3,2.9,4.4,3.0,SI,FORMACIÓN
1457,Chad Stewart,24,jenkinsnatalie@example.com,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Christopher Thomas,3,4.0,3.1,4.2,SI,FORMACIÓN
1458,Patricia Hull,19,audreyvargas@example.com,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Christopher Thomas,1,4.5,3.1,3.2,SI,FORMACIÓN
1459,Adam Mason,19,jeremyheath@example.net,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Michael Williams,2,3.0,3.0,2.8,SI,FORMACIÓN
1460,Susan Boyd,24,robertsonkelly@example.net,EMPRESARIAL,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Emily Villegas,1,4.8,4.9,3.4,SI,FORMACIÓN
1461,Randall Gomez,29,brianna42@example.org,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Raymond Miller,2,4.8,3.9,4.7,NO,FORMACIÓN
1462,Rebecca Moore,20,holly17@example.net,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Emily Villegas,3,3.4,4.9,4.4,NO,FORMACIÓN
1463,David Mckay,19,djones@example.com,EMPRESARIAL,34,4,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles III,Bradley Jimenez,2,4.5,2.9,3.9,SI,FORMACIÓN
1464,Jennifer Anderson,21,khernandez@example.org,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Sierra Phillips,3,3.6,2.9,3.2,NO,FORMACIÓN
1465,Daniel Reyes,29,rodney42@example.com,EMPRESARIAL,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Connie Pace,1,2.9,4.0,4.9,NO,FORMACIÓN
1466,Julie Mendoza,29,patricia44@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Emily Villegas,2,4.3,3.6,3.8,NO,FORMACIÓN
1467,Kara Smith,28,emilyburns@example.net,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Michael Williams,1,4.4,4.9,4.8,NO,FORMACIÓN
1468,Miranda Cain,29,anthonyruiz@example.net,EMPRESARIAL,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Christopher Thomas,3,3.7,3.9,3.1,NO,FORMACIÓN
1469,Nancy Villarreal,26,jamesquinn@example.com,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Raymond Miller,3,3.1,4.5,3.7,SI,FORMACIÓN
1470,Sarah Chen,26,jeffreybutler@example.org,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Erin Smith,3,3.9,3.2,3.2,NO,CANCELADO
1471,Brenda Jimenez,25,samanthaholmes@example.net,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Connie Pace,1,3.0,3.0,3.3,NO,FORMACIÓN
1472,Joe Black,28,barnettcrystal@example.net,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Sierra Phillips,2,3.9,4.5,4.9,SI,FORMACIÓN
1473,Scott Leach,22,oobrien@example.net,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Christopher Thomas,1,4.9,3.3,4.8,NO,FORMACIÓN
1474,Catherine Jackson,20,brian27@example.org,REGULAR,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Raymond Miller,1,3.0,4.0,3.1,NO,FORMACIÓN
1475,Arthur Ross,25,kevin81@example.net,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Bradley Jimenez,3,4.0,3.9,2.8,SI,FORMACIÓN
1476,Cheryl Hanna,25,tyler23@example.com,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Connie Pace,3,4.1,3.8,3.2,NO,FORMACIÓN
1477,Crystal Mccarthy,26,wadams@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Edward Watson,1,3.7,4.8,4.3,SI,FORMACIÓN
1478,Michael Alvarado,18,uharris@example.com,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Christopher Thomas,2,3.7,4.5,4.5,NO,CANCELADO
1479,Christian Luna,24,julie23@example.org,EMPRESARIAL,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Connie Pace,3,3.3,4.5,3.2,SI,FORMACIÓN
1480,Donna Murray,27,christopher48@example.net,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Bradley Jimenez,3,4.2,4.6,3.2,SI,FORMACIÓN
1481,Julie Davis,26,thomas48@example.org,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erin Smith,2,3.6,3.5,4.5,NO,FORMACIÓN
1482,Jonathan Fitzgerald,29,nsalas@example.com,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Sierra Phillips,1,3.7,3.6,3.5,NO,FORMACIÓN
1483,Bruce Ortega,21,paulroberts@example.net,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Kathryn Carroll,3,3.7,4.3,4.0,SI,FORMACIÓN
1484,Erin Lee,19,xorozco@example.org,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Erin Smith,2,3.1,4.8,4.2,NO,FORMACIÓN
1485,Valerie Murphy,20,calhounvictoria@example.org,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Raymond Miller,2,3.1,4.1,3.3,NO,FORMACIÓN
1486,Hannah Davis,20,reynoldsdestiny@example.net,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Bradley Jimenez,3,3.7,4.8,3.1,SI,FORMACIÓN
1487,Michael Cochran,27,jesse39@example.org,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Raymond Miller,3,4.2,4.3,4.2,SI,FORMACIÓN
1488,Bobby Shaw,26,frostdiana@example.org,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Kathryn Carroll,2,3.2,3.8,4.1,SI,FORMACIÓN
1489,Melissa Carr,20,ybryant@example.net,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Erica Ramirez,1,4.0,4.0,3.5,SI,FORMACIÓN
1490,Kelly James,28,kyle74@example.com,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Raymond Miller,2,3.8,3.8,2.9,SI,FORMACIÓN
1491,Kimberly Alexander,27,francisalexander@example.com,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Sierra Phillips,1,4.4,4.3,3.0,NO,FORMACIÓN
1492,Jessica Harris,22,tsmith@example.net,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,1,2.9,4.3,4.4,SI,FORMACIÓN
1493,Brett Ochoa,28,laurenmiller@example.net,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Sierra Phillips,3,4.8,3.7,4.4,SI,CANCELADO
1494,Audrey Moore,30,hbarnes@example.net,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Connie Pace,2,4.0,4.2,4.5,NO,FORMACIÓN
1495,Debra Adams,20,tadkins@example.net,EMPRESARIAL,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Michael Williams,1,3.2,4.4,3.8,NO,FORMACIÓN
1496,Daisy Carpenter,27,teresaowen@example.com,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Connie Pace,3,4.7,3.5,3.6,SI,FORMACIÓN
1497,Mr. Ronald Craig,19,ecruz@example.org,EMPRESARIAL,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Raymond Miller,2,3.0,4.8,4.2,NO,FORMACIÓN
1498,Chris Mcclure,23,fbennett@example.net,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,2,3.0,3.1,4.4,NO,FORMACIÓN
1499,Kevin Jones,19,dperez@example.org,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Kathryn Carroll,2,4.4,4.6,4.2,SI,FORMACIÓN
